id,prompt,matched,recall,precision,f1,pairs,raw_output
175,Only tofu. Make it delicious somehow?,1,1,0.083333333,0.153846154,"[('tofu', '1 block extra-firm tofu pressed and drained')]","```json
{
  ""recipe_name"": ""Crispy Sesame Tofu with Peanut Sauce"",
  ""chosen_from"": ""My Brain"",
  ""ingredients"": [
    ""1 block extra-firm tofu, pressed and drained"",
    ""2 tablespoons cornstarch"",
    ""1 tablespoon sesame oil"",
    ""2 tablespoons soy sauce"",
    ""1 tablespoon rice vinegar"",
    ""1 tablespoon sesame seeds"",
    ""1 tablespoon peanut butter"",
    ""1 tablespoon water"",
    ""1 teaspoon maple syrup or honey"",
    ""1/2 teaspoon sriracha (optional)"",
    ""Cooked rice, for serving"",
    ""Green onions, chopped (for garnish)""
  ],
  ""steps"": [
    ""Preheat oven to 400°F (200°C). Cut the tofu into 1-inch cubes."",
    ""In a bowl, toss the tofu cubes with cornstarch until evenly coated."",
    ""Heat sesame oil in a large oven-safe skillet over medium-high heat. Add the tofu cubes and cook until lightly browned on a few sides, about 5-7 minutes.  Don't overcrowd the pan; work in batches if necessary."",
    ""Bake for 15-20 minutes, or until the tofu is golden brown and crispy, flipping halfway through."",
    ""While the tofu is baking, whisk together soy sauce, rice vinegar, sesame seeds, peanut butter, water, maple syrup (or honey), and sriracha (if using) in a small bowl until smooth."",
    ""Once the tofu is crispy, pour the peanut sauce over the tofu in the skillet and toss to coat."",
    ""Serve immediately over cooked rice, garnished with chopped green onions.""
  ]
}
```"
176,"I have pork, bamboo shoots, and chili. Want something stir-fried.",3,1,0.3,0.461538462,"[('pork', 'pork thinly sliced or ground'), ('bamboo shoots', 'bamboo shoots canned or fresh sliced'), ('chili', 'chili peppers fresh or dried chopped')]","```json
{
  ""recipe_name"": ""Spicy Pork and Bamboo Shoot Stir-Fry"",
  ""chosen_from"": ""User Request"",
  ""ingredients"": [
    ""Pork (thinly sliced or ground)"",
    ""Bamboo shoots (canned or fresh, sliced)"",
    ""Chili peppers (fresh or dried, chopped)"",
    ""Soy sauce"",
    ""Cooking oil (vegetable or canola)"",
    ""Garlic (minced)"",
    ""Ginger (minced)"",
    ""Sesame oil (optional)"",
    ""Green onions (chopped, for garnish)"",
    ""Cornstarch (optional, for thickening)""
  ],
  ""steps"": [
    ""Prepare the pork by marinating it with a little soy sauce and cornstarch (optional) if using sliced pork."",
    ""Heat cooking oil in a wok or large skillet over high heat."",
    ""Add garlic and ginger and stir-fry for about 30 seconds until fragrant."",
    ""Add the pork and stir-fry until cooked through and slightly browned (if using ground pork, break it up as it cooks)."",
    ""Add the bamboo shoots and chili peppers. Stir-fry for 1-2 minutes."",
    ""Add soy sauce to taste. You can also add a little water or chicken broth to create more sauce."",
    ""If you want a thicker sauce, mix a teaspoon of cornstarch with a little water and add it to the wok, stirring constantly until the sauce thickens."",
    ""Stir in a few drops of sesame oil (optional)."",
    ""Garnish with chopped green onions."",
    ""Serve hot with rice.""
  ]
}
```"
177,"I have noodles, soy sauce, and sesame oil. Want something simple and quick.",3,1,1,1,"[('noodles', 'noodles'), ('soy sauce', 'soy sauce'), ('sesame oil', 'sesame oil')]","```json
{
  ""recipe_name"": ""Soy Sauce Sesame Noodles"",
  ""chosen_from"": ""User Request"",
  ""ingredients"": [
    ""Noodles"",
    ""Soy sauce"",
    ""Sesame oil""
  ],
  ""steps"": [
    ""Cook noodles according to package directions."",
    ""Drain noodles and rinse with cold water."",
    ""Toss noodles with soy sauce and sesame oil.  Add more or less to taste."",
    ""Serve immediately.""
  ]
}
```"
178,"I have shrimp, chili, and garlic. Want spicy fried shrimp.",3,1,0.375,0.545454545,"[('shrimp', 'shrimp peeled and deveined'), ('chili', 'chili peppers finely chopped adjust amount to desired spice level'), ('garlic', 'garlic minced')]","```json
{
  ""recipe_name"": ""Spicy Chili Garlic Fried Shrimp"",
  ""chosen_from"": ""User's request"",
  ""ingredients"": [
    ""Shrimp, peeled and deveined"",
    ""Chili peppers, finely chopped (adjust amount to desired spice level)"",
    ""Garlic, minced"",
    ""All-purpose flour"",
    ""Cornstarch"",
    ""Salt"",
    ""Black pepper"",
    ""Vegetable oil for frying""
  ],
  ""steps"": [
    ""In a bowl, combine flour, cornstarch, salt, and pepper."",
    ""Toss the shrimp in the flour mixture, ensuring they are evenly coated."",
    ""Heat vegetable oil in a deep fryer or large skillet to 350°F (175°C)."",
    ""Carefully add the shrimp to the hot oil in batches, frying until golden brown and crispy (about 2-3 minutes per batch)."",
    ""Remove the shrimp from the oil and place them on a plate lined with paper towels to drain excess oil."",
    ""In a separate pan or wok, sauté the minced garlic and chopped chili peppers in a little bit of the oil until fragrant (about 1 minute)."",
    ""Add the fried shrimp to the pan with the chili and garlic, and toss to coat."",
    ""Serve immediately.""
  ]
}
```"
179,"I have tofu, chili bean paste, and pork. Want Mapo Tofu.",2,0.666666667,0.181818182,0.285714286,"[('tofu', 'firm or extra-firm tofu pressed and cubed'), ('pork', 'ground pork')]","```json
{
  ""recipe_name"": ""Mapo Tofu"",
  ""chosen_from"": ""User's request"",
  ""ingredients"": [
    ""Firm or extra-firm tofu, pressed and cubed"",
    ""Ground pork"",
    ""Chili bean paste (Doubanjiang)"",
    ""Soy sauce"",
    ""Cornstarch"",
    ""Water or broth"",
    ""Cooking oil"",
    ""Garlic, minced"",
    ""Ginger, minced"",
    ""Scallions, chopped (for garnish)"",
    ""Optional: Sichuan peppercorns (ground), sugar, sesame oil""
  ],
  ""steps"": [
    ""Brown the ground pork in a pan with a little oil. Drain off any excess fat."",
    ""Add minced garlic and ginger to the pan and stir-fry until fragrant."",
    ""Stir in the chili bean paste and stir-fry for a minute or two until the oil is red."",
    ""Add the tofu and gently stir to combine."",
    ""Mix soy sauce, a little sugar (optional), and water or broth. Pour this mixture over the tofu."",
    ""Bring to a simmer. If you want a thicker sauce, make a slurry of cornstarch and water and stir it into the sauce until it thickens."",
    ""Season with ground Sichuan peppercorns (if using) and sesame oil (if using)."",
    ""Garnish with chopped scallions and serve hot with rice.""
  ]
}
```"
180,I got eggs and green onions. Maybe fried rice?,2,1,0.4,0.571428571,"[('eggs', 'eggs'), ('green onions', 'green onions')]","```json
{
  ""recipe_name"": ""Simple Fried Rice"",
  ""chosen_from"": ""User Request"",
  ""ingredients"": [
    ""Cooked rice (day-old is best)"",
    ""Eggs"",
    ""Green onions"",
    ""Soy sauce"",
    ""Cooking oil (vegetable, canola, or similar)""
  ],
  ""steps"": [
    ""Chop the green onions. Separate the white and green parts."",
    ""Whisk the eggs in a bowl."",
    ""Heat a tablespoon of cooking oil in a wok or large pan over medium-high heat."",
    ""Scramble the eggs until cooked, then remove from the pan and set aside."",
    ""Add a tablespoon of cooking oil to the pan. Add the white parts of the green onions and cook for about 30 seconds."",
    ""Add the cooked rice and break it up with a spatula or spoon."",
    ""Cook, stirring frequently, until the rice is heated through and slightly toasted."",
    ""Add the scrambled eggs and soy sauce. Stir to combine."",
    ""Stir in the green parts of the green onions."",
    ""Serve immediately.""
  ]
}
```"
181,"I have pork ribs, rock sugar, and soy sauce. Want to make braised ribs.",3,1,0.5,0.666666667,"[('pork ribs', 'pork ribs'), ('rock sugar', 'rock sugar'), ('soy sauce', 'soy sauce')]","```json
{
  ""recipe_name"": ""Braised Pork Ribs with Rock Sugar and Soy Sauce"",
  ""chosen_from"": ""User Request"",
  ""ingredients"": [
    ""Pork ribs"",
    ""Rock sugar"",
    ""Soy sauce"",
    ""Water (or chicken broth)"",
    ""Optional: Cooking oil"",
    ""Optional: Aromatics (ginger, garlic, star anise)""
  ],
  ""steps"": [
    ""If using, prepare aromatics by mincing ginger and garlic. If using star anise, set aside."",
    ""Rinse the pork ribs and pat dry."",
    ""If desired, sear the ribs in a pan with a little oil over medium-high heat until browned on all sides. This adds flavor, but is optional."",
    ""In a pot or Dutch oven, combine the ribs, rock sugar, soy sauce, and water (or chicken broth). The liquid should mostly cover the ribs. Add the aromatics if using."",
    ""Bring the mixture to a simmer."",
    ""Reduce the heat to low, cover the pot, and braise for 2-3 hours, or until the ribs are very tender and falling off the bone. Check occasionally to ensure there is enough liquid; add more if needed."",
    ""Remove the ribs from the pot. If desired, increase the heat to reduce the sauce to a thicker glaze."",
    ""Serve the braised ribs, drizzled with the sauce, and enjoy!""
  ]
}
```"
182,Just beef and chili oil. Any Sichuan-style ideas?,2,1,0.153846154,0.266666667,"[('beef', 'beef thinly sliced ideally ribeye or flank'), ('chili oil', 'chili oil homemade or store-bought with lots of chili flakes')]","```json
{
  ""recipe_name"": ""Sichuan Chili Oil Beef Noodles (Simplified)"",
  ""chosen_from"": ""User request limitations: only beef, chili oil, and Sichuan inspiration."",
  ""ingredients"": [
    ""Beef (thinly sliced, ideally ribeye or flank)"",
    ""Chili oil (homemade or store-bought, with lots of chili flakes)"",
    ""Fresh noodles (wheat or egg noodles)"",
    ""Soy sauce"",
    ""Dark soy sauce (optional, for color)"",
    ""Shaoxing wine (optional, a splash)"",
    ""Sugar (a pinch, balances flavors)"",
    ""Green onions (thinly sliced, for garnish)"",
    ""Sesame seeds (for garnish, optional)"",
    ""Cilantro (optional, for garnish)"",
    ""Garlic (minced, optional)"",
    ""Ginger (minced, optional)"",
    ""Cornstarch (for velveting beef, optional)""
  ],
  ""steps"": [
    ""If using, velvet the beef: Toss the beef with a tiny amount of cornstarch. This helps it become tender."",
    ""Cook noodles according to package directions."",
    ""While noodles cook, heat a generous amount of chili oil in a pan or wok. If using garlic and ginger, add them now and cook until fragrant."",
    ""Quickly stir-fry the beef in the chili oil until browned, but still tender. Avoid overcooking."",
    ""Add a splash of Shaoxing wine and a dash of soy sauce and dark soy sauce (if using) and a pinch of sugar. Stir well."",
    ""Drain the noodles and add them directly to the pan with the beef. Toss to coat with the chili oil and sauce."",
    ""Serve immediately, garnished with green onions, sesame seeds, and cilantro (if desired).""
  ]
}
```"
183,"I have tofu, spinach, and sesame oil. Want something light and healthy.",3,1,0.6,0.75,"[('tofu', '1 block firm tofu pressed and crumbled'), ('spinach', '5 oz fresh spinach'), ('sesame oil', '1 tbsp sesame oil')]","```json
{
  ""recipe_name"": ""Sesame Spinach Tofu Scramble"",
  ""chosen_from"": ""Available ingredients"",
  ""ingredients"": [
    ""1 block firm tofu, pressed and crumbled"",
    ""5 oz fresh spinach"",
    ""1 tbsp sesame oil"",
    ""1 tbsp soy sauce (or tamari for gluten-free)"",
    ""Salt and pepper to taste""
  ],
  ""steps"": [
    ""Heat sesame oil in a non-stick skillet over medium heat."",
    ""Add crumbled tofu and cook, stirring occasionally, until lightly browned (about 5-7 minutes)."",
    ""Add spinach and cook until wilted (about 2-3 minutes)."",
    ""Stir in soy sauce. Season with salt and pepper to taste."",
    ""Serve immediately and enjoy!""
  ]
}
```"
184,"I have chicken, peanuts, and dried chili. Want to make Kung Pao Chicken.",3,1,0.428571429,0.6,"[('chicken', 'chicken cubed'), ('peanuts', 'peanuts'), ('dried chili', 'dried chilies')]","```json
{
  ""recipe_name"": ""Kung Pao Chicken (Simplified)"",
  ""chosen_from"": ""Ingredients on Hand"",
  ""ingredients"": [
    ""Chicken (cubed)"",
    ""Peanuts"",
    ""Dried Chilies"",
    ""Soy Sauce"",
    ""Cornstarch"",
    ""Water"",
    ""Cooking Oil""
  ],
  ""steps"": [
    ""Marinate chicken in soy sauce and cornstarch for 15 minutes."",
    ""Heat oil in a wok or pan over medium-high heat."",
    ""Add dried chilies and stir-fry for a few seconds until fragrant."",
    ""Add chicken and stir-fry until cooked through."",
    ""Add peanuts and stir-fry for another minute."",
    ""Make a sauce by mixing soy sauce, cornstarch, and water.  Add to the chicken and stir until the sauce thickens."",
    ""Serve immediately.""
  ]
}
```"
185,Only tofu skin. Any appetizer ideas?,1,1,0.066666667,0.125,"[('tofu skin', 'tofu skin sheets dried or fresh')]","```json
{
  ""recipe_name"": ""Tofu Skin Spring Rolls with Peanut Sauce"",
  ""chosen_from"": ""Asian cuisine inspiration"",
  ""ingredients"": [
    ""Tofu skin sheets (dried or fresh)"",
    ""Vermicelli rice noodles"",
    ""Shredded carrots"",
    ""Shredded cucumber"",
    ""Fresh mint leaves"",
    ""Fresh cilantro leaves"",
    ""Cooked shrimp (optional)"",
    ""Peanut butter"",
    ""Soy sauce"",
    ""Rice vinegar"",
    ""Sesame oil"",
    ""Lime juice"",
    ""Water"",
    ""Sugar or honey (optional)"",
    ""Red pepper flakes (optional)""
  ],
  ""steps"": [
    ""If using dried tofu skin, soak in warm water until softened. If using fresh, it's ready to use."",
    ""Cook vermicelli noodles according to package directions; drain and rinse with cold water."",
    ""Prepare peanut sauce by whisking together peanut butter, soy sauce, rice vinegar, sesame oil, lime juice, water, and sugar/honey (if using) in a bowl. Add red pepper flakes for heat (optional). Adjust to taste."",
    ""Lay out a sheet of softened tofu skin."",
    ""Place a small amount of noodles, carrots, cucumber, mint, cilantro, and shrimp (if using) near the bottom edge of the tofu skin."",
    ""Fold the sides of the tofu skin over the filling, then tightly roll it up like a burrito."",
    ""Repeat with remaining ingredients."",
    ""Serve immediately with peanut sauce for dipping.""
  ]
}
```"
186,I have pork belly and preserved vegetables. Want Mei Cai Kou Rou.,1,0.5,0.076923077,0.133333333,"[('pork belly', '1 5-2 lbs pork belly skin on')]","```json
{
  ""recipe_name"": ""Mei Cai Kou Rou (Braised Pork Belly with Preserved Vegetables)"",
  ""chosen_from"": ""User Request"",
  ""ingredients"": [
    ""1.5-2 lbs pork belly, skin on"",
    ""1 cup mei cai (preserved mustard greens), rinsed and soaked in hot water for 30 minutes, then squeezed dry"",
    ""2 tablespoons vegetable oil"",
    ""3 cloves garlic, minced"",
    ""1 inch ginger, minced"",
    ""1/4 cup Shaoxing wine (or dry sherry)"",
    ""1/4 cup soy sauce"",
    ""1 tablespoon dark soy sauce (for color)"",
    ""1 tablespoon sugar"",
    ""1 teaspoon white pepper"",
    ""2 cups water or chicken broth"",
    ""Star anise (optional)"",
    ""Cinnamon stick (optional)""
  ],
  ""steps"": [
    ""Blanch the pork belly: Place the pork belly in a pot and cover with cold water. Bring to a boil and cook for 5 minutes. Remove and rinse with cold water. Pat the skin completely dry."",
    ""Marinate the pork belly: In a bowl, combine 1 tbsp soy sauce, 1 tsp sugar, and white pepper. Rub this mixture all over the pork belly, including the skin.  Let it marinate for at least 30 minutes."",
    ""Fry the pork belly (optional but recommended for flavor and texture): Heat oil in a large pot or wok.  Carefully place the pork belly, skin-side down, in the hot oil. Fry for 3-5 minutes until the skin is golden brown and blistered. Be careful as oil may splatter. Remove the pork belly and set aside."",
    ""Sauté aromatics and Mei Cai: In the same pot, remove most of the oil (leave about 1 tbsp). Sauté the minced garlic and ginger until fragrant. Add the dried and squeezed mei cai and stir-fry for 2-3 minutes."",
    ""Simmer the pork belly: Slice the pork belly into about 1-inch thick pieces.  Arrange the mei cai at the bottom of a pot or slow cooker.  Place the sliced pork belly on top, skin-side up. Pour in Shaoxing wine, soy sauce, dark soy sauce, sugar, water/broth. Add star anise and cinnamon stick, if using."",
    ""Braise the pork belly:  Bring the liquid to a simmer.  Cover and cook on low heat for 2-3 hours, or until the pork belly is very tender (easily pierced with a fork). If using a slow cooker, cook on low for 6-8 hours."",
    ""Prepare for Serving: Carefully remove the pork belly from the braising liquid.  Strain the braising liquid, discarding the aromatics."",
     ""Serve: Slice the pork belly and arrange it with the mei cai on a plate. Pour some of the reduced braising liquid over the pork belly and mei cai. Serve hot with steamed rice.""
  ]
}
```"
187,I have beef brisket and daikon. Want a Cantonese stew.,2,1,0.133333333,0.235294118,"[('beef brisket', '2 lbs beef brisket cut into 2-inch pieces'), ('daikon', '1 large daikon radish about 2 lbs peeled and cut into 1-inch chunks')]","```json
{
  ""recipe_name"": ""Cantonese Beef Brisket and Daikon Stew"",
  ""chosen_from"": ""User request and Cantonese cuisine knowledge"",
  ""ingredients"": [
    ""2 lbs beef brisket, cut into 2-inch pieces"",
    ""1 large daikon radish (about 2 lbs), peeled and cut into 1-inch chunks"",
    ""2 tablespoons vegetable oil"",
    ""4 cloves garlic, minced"",
    ""1-inch ginger, minced"",
    ""1/4 cup soy sauce"",
    ""2 tablespoons oyster sauce"",
    ""1 tablespoon dark soy sauce"",
    ""1 tablespoon Shaoxing wine (or dry sherry)"",
    ""1 star anise"",
    ""1 cinnamon stick"",
    ""4 cups beef broth (or water)"",
    ""1 tablespoon rock sugar (or granulated sugar)"",
    ""Salt and white pepper to taste"",
    ""Chopped green onions for garnish""
  ],
  ""steps"": [
    ""Sear the Brisket: Heat the oil in a large pot or Dutch oven over medium-high heat. Sear the beef brisket pieces on all sides until browned. Remove and set aside."",
    ""Sauté Aromatics: Add the minced garlic and ginger to the pot and sauté until fragrant (about 30 seconds)."",
    ""Combine and Braise: Return the beef to the pot. Add soy sauce, oyster sauce, dark soy sauce, Shaoxing wine, star anise, cinnamon stick, and beef broth (or water). Bring to a boil, then reduce heat to a simmer."",
    ""Add Daikon: Add the daikon radish chunks to the pot."",
    ""Slow Cook: Cover the pot and simmer for 2-3 hours, or until the beef is very tender. Stir occasionally to prevent sticking."",
    ""Season: After 2-3 hours, add the rock sugar and season with salt and white pepper to taste. Adjust seasoning as needed."",
    ""Rest & Serve: Let the stew rest for 15-20 minutes after turning off the heat. This allows flavors to meld."",
    ""Garnish: Garnish with chopped green onions before serving with rice.""
  ]
}
```"
188,I got shrimp and eggs. Maybe shrimp fried rice?,2,1,0.181818182,0.307692308,"[('shrimp', 'cooked shrimp'), ('eggs', 'eggs')]","```json
{
  ""recipe_name"": ""Shrimp Fried Rice"",
  ""chosen_from"": ""User Request"",
  ""ingredients"": [
    ""Cooked Shrimp"",
    ""Eggs"",
    ""Cooked Rice (day-old is best)"",
    ""Soy Sauce"",
    ""Vegetable Oil"",
    ""Onion"",
    ""Garlic"",
    ""Frozen Peas and Carrots (optional)"",
    ""Green Onions (for garnish)"",
    ""Salt"",
    ""Pepper""
  ],
  ""steps"": [
    ""Whisk eggs with a pinch of salt and pepper. Scramble the eggs in a pan with a little oil, then set aside."",
    ""Chop onion and garlic. If using, prepare frozen peas and carrots."",
    ""Heat vegetable oil in a wok or large pan over medium-high heat."",
    ""Add onion and cook until softened, about 2-3 minutes."",
    ""Add garlic and cook for another minute until fragrant."",
    ""Add the shrimp and cook until heated through, about 2-3 minutes."",
    ""Add cooked rice and break it up with a spatula."",
    ""Stir-fry the rice, mixing it with the other ingredients."",
    ""Add soy sauce and stir to combine."",
    ""If using, add peas and carrots during the last minute of cooking."",
    ""Stir in the scrambled eggs."",
    ""Season with salt and pepper to taste."",
    ""Garnish with chopped green onions and serve immediately.""
  ]
}
```"
189,"I have tofu, chili oil, and garlic. Want something spicy and fast.",3,1,0.5,0.666666667,"[('tofu', 'tofu firm or extra-firm'), ('chili oil', 'chili oil'), ('garlic', 'garlic cloves')]","```json
{
  ""recipe_name"": ""Spicy Chili Garlic Tofu"",
  ""chosen_from"": ""User's request"",
  ""ingredients"": [
    ""Tofu (firm or extra-firm)"",
    ""Chili oil"",
    ""Garlic cloves"",
    ""Soy sauce or tamari (optional)"",
    ""Green onions, sliced (optional)"",
    ""Sesame seeds (optional)""
  ],
  ""steps"": [
    ""Press the tofu to remove excess water. You can do this by wrapping it in paper towels and placing a heavy object on top for 15-20 minutes."",
    ""Cut the tofu into cubes or your desired shape."",
    ""Mince or finely chop the garlic."",
    ""Heat a tablespoon or two of chili oil in a pan or wok over medium-high heat."",
    ""Add the garlic and stir-fry for about 30 seconds, until fragrant. Be careful not to burn it."",
    ""Add the tofu to the pan and stir-fry, allowing it to brown slightly on some sides. Cook for about 5-7 minutes, until lightly golden."",
    ""If desired, add a splash of soy sauce or tamari for extra flavor."",
    ""Serve immediately. Garnish with sliced green onions and sesame seeds, if desired.""
  ]
}
```"
190,"I have fish, tofu, and chili. Want spicy fish soup.",3,1,0.3,0.461538462,"[('fish', 'fish fillets e g cod tilapia'), ('tofu', 'firm or extra-firm tofu cubed'), ('chili', 'chili peppers fresh or dried adjust to taste')]","```json
{
  ""recipe_name"": ""Spicy Fish and Tofu Soup with Chili"",
  ""chosen_from"": ""User request"",
  ""ingredients"": [
    ""Fish fillets (e.g., cod, tilapia)"",
    ""Firm or extra-firm tofu, cubed"",
    ""Chili peppers (fresh or dried, adjust to taste)"",
    ""Fish broth or water"",
    ""Soy sauce"",
    ""Sesame oil"",
    ""Ginger, minced"",
    ""Garlic, minced"",
    ""Green onions, chopped (for garnish)"",
    ""Optional: Vegetables like mushrooms, bok choy, or spinach""
  ],
  ""steps"": [
    ""If using, prepare vegetables by chopping or slicing."",
    ""In a pot, sauté minced ginger and garlic in sesame oil until fragrant."",
    ""Add chili peppers (adjust quantity based on desired spiciness) and sauté briefly."",
    ""Pour in fish broth or water. Bring to a simmer."",
    ""Add soy sauce to taste."",
    ""Add cubed tofu and any optional vegetables to the broth. Simmer for a few minutes until vegetables are tender."",
    ""Gently add fish fillets to the simmering broth. Cook until fish is cooked through (about 3-5 minutes depending on thickness)."",
    ""Taste and adjust seasonings (soy sauce, chili) if needed."",
    ""Garnish with chopped green onions. Serve hot.""
  ]
}
```"
191,Only noodles and soy sauce. Want a late-night snack.,2,1,1,1,"[('noodles', 'noodles any type'), ('soy sauce', 'soy sauce')]","```json
{
  ""recipe_name"": ""Simple Soy Sauce Noodles"",
  ""chosen_from"": ""User Request"",
  ""ingredients"": [
    ""Noodles (any type)"",
    ""Soy sauce""
  ],
  ""steps"": [
    ""Cook noodles according to package directions."",
    ""Drain noodles."",
    ""Toss noodles with soy sauce to taste. Enjoy!""
  ]
}
```"
192,"I have chicken, chili oil, and sesame seeds. Want spicy sesame chicken.",3,1,0.3,0.461538462,"[('chicken', '1 lb boneless skinless chicken breasts cut into bite-sized pieces'), ('chili oil', '2 tablespoons chili oil adjust to your spice preference'), ('sesame seeds', '1 tablespoon sesame seeds')]","```json
{
  ""recipe_name"": ""Spicy Sesame Chicken"",
  ""chosen_from"": ""User Request"",
  ""ingredients"": [
    ""1 lb boneless, skinless chicken breasts, cut into bite-sized pieces"",
    ""2 tablespoons chili oil (adjust to your spice preference)"",
    ""1 tablespoon sesame seeds"",
    ""1 tablespoon cornstarch"",
    ""1 tablespoon soy sauce"",
    ""1 tablespoon honey or sugar"",
    ""1 clove garlic, minced"",
    ""1 teaspoon grated ginger (optional)"",
    ""Cooked rice, for serving"",
    ""Chopped green onions, for garnish (optional)""
  ],
  ""steps"": [
    ""In a bowl, toss the chicken pieces with cornstarch.  This will help them brown."",
    ""Heat chili oil in a large skillet or wok over medium-high heat."",
    ""Add the chicken to the hot skillet and cook, stirring frequently, until browned and cooked through (about 5-7 minutes)."",
    ""In a small bowl, whisk together soy sauce, honey/sugar, minced garlic, and ginger (if using)."",
    ""Pour the sauce over the chicken in the skillet and cook, stirring, until the sauce thickens slightly (about 1-2 minutes)."",
    ""Stir in sesame seeds."",
    ""Serve immediately over cooked rice and garnish with chopped green onions (if using).""
  ]
}
```"
193,I have tofu and mushrooms. Want a vegetarian dish.,2,1,0.166666667,0.285714286,"[('tofu', '1 block firm tofu pressed and cubed'), ('mushrooms', '8 oz mushrooms sliced')]","```json
{
  ""recipe_name"": ""Tofu and Mushroom Stir-fry"",
  ""chosen_from"": ""User Request: Tofu and mushrooms, vegetarian."",
  ""ingredients"": [
    ""1 block firm tofu, pressed and cubed"",
    ""8 oz mushrooms, sliced"",
    ""1 tbsp soy sauce"",
    ""1 tbsp sesame oil"",
    ""1 tbsp cornstarch"",
    ""1 clove garlic, minced"",
    ""1/2 inch ginger, grated"",
    ""1/4 cup vegetable broth"",
    ""1 tbsp rice vinegar"",
    ""1 tsp sugar"",
    ""Green onions, chopped (for garnish)"",
    ""Cooked rice (for serving)""
  ],
  ""steps"": [
    ""Press tofu to remove excess water. Cube the tofu."",
    ""In a bowl, toss the tofu with cornstarch until lightly coated."",
    ""Heat sesame oil in a wok or large skillet over medium-high heat."",
    ""Add the tofu and stir-fry until golden brown and crispy, about 5-7 minutes. Remove tofu and set aside."",
    ""Add the mushrooms to the wok and stir-fry until softened and slightly browned, about 5 minutes."",
    ""Add garlic and ginger and stir-fry for 30 seconds until fragrant."",
    ""In a small bowl, whisk together soy sauce, vegetable broth, rice vinegar, and sugar."",
    ""Pour the sauce over the mushrooms and bring to a simmer."",
    ""Add the tofu back to the wok and stir to coat with the sauce."",
    ""Cook for another 2-3 minutes until the sauce has thickened slightly."",
    ""Serve over cooked rice and garnish with chopped green onions.""
  ]
}
```"
194,"I got pork, onions, and soy sauce. Want something savory and simple.",3,1,0.6,0.75,"[('pork', 'pork sliced or cubed'), ('onions', 'onions sliced'), ('soy sauce', 'soy sauce')]","```json
{
  ""recipe_name"": ""Soy-Glazed Pork and Onions"",
  ""chosen_from"": ""Available ingredients"",
  ""ingredients"": [
    ""Pork (sliced or cubed)"",
    ""Onions (sliced)"",
    ""Soy sauce"",
    ""Cooking oil (vegetable or olive)"",
    ""Salt and pepper (to taste)""
  ],
  ""steps"": [
    ""Heat oil in a pan or wok over medium-high heat."",
    ""Add pork and cook until browned, seasoning with salt and pepper."",
    ""Add onions and cook until softened and slightly caramelized."",
    ""Pour in soy sauce and stir to coat the pork and onions."",
    ""Cook for another 2-3 minutes, or until the sauce has thickened slightly and the pork is cooked through."",
    ""Serve immediately.""
  ]
}
```"
195,Just tofu and soy sauce. I’m too tired to cook much.,2,1,1,1,"[('tofu', 'tofu'), ('soy sauce', 'soy sauce')]","```json
{
  ""recipe_name"": ""Simple Tofu with Soy Sauce"",
  ""chosen_from"": ""User Request"",
  ""ingredients"": [
    ""Tofu"",
    ""Soy sauce""
  ],
  ""steps"": [
    ""Open the tofu package and drain any excess water."",
    ""Slice the tofu into desired shapes (cubes, rectangles, etc.)."",
    ""Drizzle soy sauce over the tofu."",
    ""Eat immediately or optionally microwave for 1-2 minutes to warm.""
  ]
}
```"
196,"I have beef, garlic, and broccoli. Want stir-fried beef with broccoli.",3,1,0.333333333,0.5,"[('beef', '1 lb beef thinly sliced'), ('garlic', '3 cloves garlic minced'), ('broccoli', '1 head broccoli cut into florets')]","```json
{
  ""recipe_name"": ""Garlic Beef and Broccoli Stir-fry"",
  ""chosen_from"": ""User Request"",
  ""ingredients"": [
    ""1 lb beef, thinly sliced"",
    ""1 head broccoli, cut into florets"",
    ""3 cloves garlic, minced"",
    ""2 tablespoons soy sauce"",
    ""1 tablespoon cornstarch"",
    ""1 tablespoon sesame oil"",
    ""1 tablespoon vegetable oil"",
    ""1/4 cup beef broth"",
    ""Salt and pepper to taste""
  ],
  ""steps"": [
    ""In a small bowl, whisk together soy sauce, cornstarch, and beef broth. Set aside."",
    ""Heat vegetable oil in a wok or large skillet over high heat until smoking."",
    ""Add beef and stir-fry until browned, about 2-3 minutes."",
    ""Add garlic and stir-fry for 30 seconds until fragrant."",
    ""Add broccoli florets and stir-fry for 3-4 minutes, or until slightly tender-crisp."",
    ""Pour the soy sauce mixture into the wok and stir until the sauce thickens and coats the beef and broccoli."",
    ""Stir in sesame oil."",
    ""Season with salt and pepper to taste."",
    ""Serve immediately over rice or noodles.""
  ]
}
```"
